STATE,DISTRICT,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,HARDNESS,QUALITY
Madhya Pradesh,Burhanpur,7.78,665.0,0.0,272.0,35.0,19.0,33.0,0.1,141.0,42.0,9.0,92.0,1.3,0.3,27.0,432.0,Hard,Safe
Madhya Pradesh,Burhanpur,7.89,701.0,0.0,199.0,104.0,12.0,27.0,0.0,167.0,42.0,15.0,82.0,4.9,0.32,34.0,456.0,Hard,Safe
Madhya Pradesh,Chhatarpur,7.53,834.0,0.0,382.0,69.0,7.0,2.0,0.07,278.0,63.0,29.0,73.0,1.5,1.19,30.0,542.0,Hard,Safe
Madhya Pradesh,Chhatarpur,7.18,440.0,0.0,211.0,12.0,15.0,9.0,0.09,167.0,46.0,12.0,29.0,1.6,0.1,24.0,286.0,Hard,Safe
Madhya Pradesh,Chhindwara,8.06,740.0,0.0,201.0,62.0,45.0,70.0,0.0,230.0,88.0,2.0,60.0,2.0,0.18,31.0,481.0,Hard,Safe
Madhya Pradesh,Damoh,6.99,872.0,0.0,265.0,124.0,12.0,17.0,0.0,162.0,36.0,17.0,114.0,18.7,0.36,24.0,567.0,Hard,Safe
Madhya Pradesh,Damoh,7.42,391.0,0.0,127.0,42.0,14.0,11.0,0.0,106.0,30.0,7.0,39.0,1.1,0.54,22.0,254.0,Moderately,Safe
Madhya Pradesh,Damoh,7.54,953.0,0.0,332.0,97.0,25.0,35.0,0.0,328.0,77.0,33.0,65.0,1.9,0.39,32.0,619.0,Hard,Moderately Safe
Madhya Pradesh,Dewas,7.83,986.0,0.0,326.0,99.0,36.0,39.0,0.0,273.0,57.0,32.0,97.0,2.2,0.74,28.0,641.0,Hard,Moderately Safe
Madhya Pradesh,Dhar,7.57,462.0,0.0,189.0,20.0,25.0,3.0,0.1,180.0,40.0,19.0,20.0,2.9,0.36,32.0,300.0,Hard,Safe
Madhya Pradesh,Harda,7.45,390.0,0.0,146.0,17.0,38.0,2.0,0.0,185.0,36.0,23.0,2.0,1.5,0.02,18.0,254.0,Hard,Safe
Madhya Pradesh,Harda,7.47,570.0,0.0,244.0,42.0,12.0,2.0,0.0,230.0,52.0,24.0,23.0,0.9,0.37,29.0,371.0,Hard,Safe
Madhya Pradesh,Indore,7.5,1247.0,0.0,427.0,137.0,22.0,40.0,0.06,460.0,136.0,29.0,68.0,3.8,0.25,42.0,811.0,Hard,Moderately Safe
Madhya Pradesh,Khandwa,7.71,793.0,0.0,266.0,54.0,22.0,76.0,0.06,278.0,61.0,31.0,52.0,1.0,0.16,23.0,515.0,Hard,Safe
Madhya Pradesh,Khandwa,7.26,249.0,0.0,85.0,17.0,14.0,7.0,0.04,56.0,18.0,2.0,29.0,0.7,0.02,12.0,149.0,Soft,Safe
Madhya Pradesh,Mandla,8.05,1110.0,0.0,537.0,60.0,24.0,12.0,0.08,365.0,92.0,33.0,96.0,7.9,0.39,23.0,722.0,Hard,Moderately Safe
Madhya Pradesh,Mandla,7.83,865.0,0.0,275.0,65.0,37.0,45.0,0.05,320.0,80.0,29.0,45.0,7.8,0.19,38.0,562.0,Hard,Moderately Safe
Madhya Pradesh,Mandla,7.89,905.0,0.0,293.0,90.0,30.0,19.0,0.11,300.0,66.0,33.0,59.0,17.3,0.09,31.0,588.0,Hard,Safe
Madhya Pradesh,Mandla,7.59,702.0,0.0,311.0,35.0,19.0,12.0,0.05,295.0,78.0,24.0,23.0,8.0,0.3,36.0,456.0,Hard,Safe
Madhya Pradesh,Mandsaur,7.15,1356.0,0.0,411.0,153.0,62.0,41.0,0.0,429.0,93.0,48.0,110.0,4.9,0.57,45.0,881.0,Hard,Moderately Safe
Madhya Pradesh,Narsimhapur,8.12,1452.0,0.0,616.0,120.0,12.0,27.0,0.0,585.0,184.0,30.0,63.0,2.2,0.18,22.0,944.0,Hard,Moderately Safe
Madhya Pradesh,Neemuch,7.48,3450.0,0.0,664.0,544.0,27.0,247.0,0.05,813.0,196.0,79.0,396.0,15.5,1.23,51.0,2243.0,Hard,Moderately Safe
Madhya Pradesh,Panna,7.43,1048.0,0.0,323.0,117.0,38.0,52.0,0.0,315.0,64.0,38.0,93.0,1.9,0.37,48.0,681.0,Hard,Moderately Safe
Madhya Pradesh,Rajgarh,7.58,777.0,0.0,338.0,45.0,12.0,28.0,0.0,308.0,103.0,12.0,38.0,2.1,0.08,35.0,505.0,Hard,Moderately Safe
Madhya Pradesh,Rajgarh,7.29,949.0,0.0,429.0,47.0,18.0,36.0,0.0,278.0,79.0,20.0,89.0,5.2,0.44,29.0,617.0,Hard,Moderately Safe
Madhya Pradesh,Rajgarh,7.65,2098.0,0.0,592.0,252.0,25.0,196.0,0.0,556.0,180.0,26.0,237.0,1.6,0.42,45.0,1364.0,Hard,Moderately Safe
Madhya Pradesh,Rewa,8.03,926.0,0.0,268.0,22.0,160.0,32.0,0.0,395.0,118.0,24.0,25.0,5.6,0.5,30.0,602.0,Hard,Moderately Safe
Madhya Pradesh,Sagar,7.73,545.0,0.0,283.0,17.0,6.0,6.0,0.0,247.0,65.0,21.0,10.0,0.3,0.17,28.0,354.0,Hard,Safe
Madhya Pradesh,Sagar,7.52,605.0,0.0,302.0,17.0,8.0,14.0,0.0,273.0,57.0,32.0,10.0,0.5,0.55,26.0,393.0,Hard,Safe
Madhya Pradesh,Satna,7.84,572.0,0.0,262.0,32.0,10.0,9.0,0.0,160.0,36.0,17.0,54.0,4.5,0.63,35.0,372.0,Hard,Safe
Madhya Pradesh,Satna,7.55,1054.0,0.0,372.0,107.0,42.0,19.0,0.0,295.0,62.0,34.0,102.0,5.5,0.54,28.0,685.0,Hard,Moderately Safe
Madhya Pradesh,Satna,7.57,525.0,0.0,140.0,42.0,31.0,62.0,0.0,165.0,38.0,17.0,43.0,2.8,0.33,24.0,341.0,Hard,Safe
Madhya Pradesh,Sehore,7.5,1185.0,0.0,314.0,181.0,23.0,17.0,0.0,394.0,81.0,47.0,82.0,1.2,0.71,18.0,770.0,Hard,Moderately Safe
Madhya Pradesh,Seoni,8.08,972.0,0.0,482.0,45.0,12.0,15.0,0.0,330.0,102.0,18.0,72.0,7.5,0.17,34.0,632.0,Hard,Moderately Safe
Madhya Pradesh,Seoni,7.76,545.0,0.0,165.0,77.0,22.0,8.0,0.0,75.0,20.0,6.0,92.0,2.6,0.77,25.0,354.0,Moderately,Safe
Madhya Pradesh,Shahdol,7.42,565.0,0.0,195.0,70.0,5.0,12.0,0.0,215.0,36.0,30.0,28.0,1.0,0.12,18.0,367.0,Hard,Safe
Madhya Pradesh,Shajapur,7.58,834.0,0.0,409.0,40.0,15.0,5.0,0.05,280.0,64.0,29.0,64.0,3.7,0.58,41.0,542.0,Hard,Safe
Madhya Pradesh,Shajapur,7.68,2085.0,0.0,866.0,202.0,34.0,10.0,0.23,805.0,178.0,88.0,142.0,3.0,0.61,67.0,1355.0,Hard,Moderately Safe
Madhya Pradesh,Shajapur,7.89,800.0,0.0,275.0,62.0,24.0,46.0,0.07,305.0,66.0,34.0,45.0,1.7,0.21,27.0,520.0,Hard,Moderately Safe
Madhya Pradesh,Shajapur,7.07,2405.0,0.0,659.0,307.0,37.0,151.0,0.13,795.0,178.0,85.0,206.0,2.0,0.71,35.0,1563.0,Hard,Moderately Safe
Madhya Pradesh,Shajapur,7.45,718.0,0.0,336.0,32.0,11.0,38.0,0.05,310.0,82.0,26.0,34.0,1.6,0.19,20.0,467.0,Hard,Moderately Safe
Madhya Pradesh,Shajapur,7.43,1185.0,0.0,134.0,320.0,19.0,20.0,0.08,200.0,68.0,7.0,194.0,2.4,1.74,29.0,770.0,Hard,Moderately Safe
Madhya Pradesh,Shajapur,7.42,949.0,0.0,342.0,77.0,37.0,43.0,0.08,395.0,84.0,45.0,52.0,1.6,0.26,24.0,617.0,Hard,Moderately Safe
Madhya Pradesh,Sheopur,7.57,772.0,0.0,250.0,82.0,29.0,41.0,0.0,250.0,72.0,17.0,64.0,1.1,0.65,25.0,502.0,Hard,Safe
Madhya Pradesh,Sheopur,8.0,1076.0,0.0,458.0,60.0,36.0,45.0,0.0,365.0,74.0,44.0,81.0,2.3,0.8,28.0,699.0,Hard,Moderately Safe
Madhya Pradesh,Shivpuri,7.47,745.0,0.0,268.0,75.0,4.0,25.0,0.0,270.0,84.0,15.0,46.0,3.2,0.37,45.0,484.0,Hard,Safe
Madhya Pradesh,Shivpuri,7.61,389.0,0.0,157.0,22.0,5.0,22.0,0.0,140.0,42.0,9.0,16.0,3.1,0.25,39.0,253.0,Hard,Safe
Madhya Pradesh,Sidhi,7.95,520.0,0.0,201.3,44.99874,14.0,14.0,0.0,130.0,28.0,14.592,59.0,1.7,0.47,20.0,338.0,Hard,Safe
Madhya Pradesh,Umaria,7.92,1022.0,0.0,499.0,52.0,12.0,31.0,0.1,375.0,104.0,28.0,62.0,7.2,0.34,25.0,664.0,Hard,Moderately Safe
Odisha,Angul,7.94,590.0,0.0,116.0,87.0,61.0,43.35,0.0,255.0,48.0,33.0,15.0,3.3,0.25,24.0,520.0,Hard,Safe
Odisha,Angul,7.61,600.0,0.0,171.0,90.0,6.0,38.25,0.0,225.0,62.0,17.0,28.0,7.7,0.14,24.0,520.0,Hard,Safe
Odisha,Baleswar,8.59,920.0,31.0,394.0,45.0,42.0,22.2,0.0,386.0,109.0,28.0,27.0,11.18,0.429,24.0,520.0,Hard,Moderately Safe
Odisha,Baleswar,8.36,520.0,6.0,187.0,52.0,7.0,22.2,0.0,180.0,35.0,22.0,33.0,4.62,0.207,24.0,520.0,Hard,Safe
Odisha,Baleswar,8.78,2630.0,12.0,636.0,520.0,23.0,40.12,0.0,508.0,133.0,43.0,365.0,6.28,0.058,24.0,520.0,Hard,Moderately Safe
Odisha,BARGARH,7.52,310.0,0.0,140.0,16.0,15.0,1.9,0.0,125.0,37.0,8.0,12.33,1.78,0.75,24.0,520.0,Hard,Safe
Odisha,BARGARH,7.62,300.0,0.0,121.0,19.0,11.0,3.59,0.0,125.0,33.0,10.0,9.18,1.86,0.488,24.0,520.0,Hard,Safe
Odisha,BARGARH,7.73,360.0,0.0,151.0,21.0,24.0,3.61,0.0,140.0,29.0,16.0,15.33,2.75,0.288,24.0,520.0,Hard,Safe
Odisha,BHADARK,8.24,2420.0,0.0,483.0,430.0,102.0,10.51,0.0,567.0,136.0,55.0,280.6,24.6,0.724,24.0,520.0,Hard,Moderately Safe
Odisha,BHADARK,8.15,1240.0,0.0,380.0,183.0,17.0,5.07,0.0,378.0,77.0,45.0,103.3,12.8,0.0156,24.0,520.0,Hard,Moderately Safe
Odisha,BHADARK,7.81,1760.0,0.0,465.0,310.0,102.0,4.91,0.0,354.0,60.0,50.0,232.9,13.9,1.14,24.0,520.0,Hard,Moderately Safe
Odisha,Bolangir,8.3,1050.0,0.0,488.0,72.0,44.0,0.63,0.0,327.0,35.0,57.0,105.0,2.3,1.5,24.0,520.0,Hard,Moderately Safe
Odisha,Bolangir,8.3,300.0,0.0,128.0,28.0,12.0,6.2,0.0,112.0,33.0,7.0,21.0,5.3,0.128,24.0,520.0,Moderately,Safe
Odisha,Bolangir,8.1,450.0,0.0,232.0,19.0,20.0,3.08,0.0,194.0,61.0,10.0,20.0,3.6,0.631,24.0,520.0,Hard,Safe
Odisha,Bolangir,8.5,450.0,6.0,268.0,14.0,3.0,0.88,0.0,112.0,45.0,26.0,13.0,0.58,1.05,24.0,520.0,Hard,Safe
Odisha,Bolangir,7.7,600.0,0.0,128.0,125.0,37.0,10.3,0.0,143.0,57.0,17.0,43.0,3.7,0.407,24.0,520.0,Hard,Safe
Odisha,Bolangir,8.5,650.0,6.0,250.0,72.0,25.0,5.0,0.0,102.0,41.0,24.0,61.0,5.0,1.85,24.0,520.0,Hard,Safe
Odisha,Bolangir,8.4,550.0,3.0,207.0,63.0,19.0,9.8,0.0,92.0,37.0,30.0,38.0,3.0,0.956,24.0,520.0,Hard,Safe
Odisha,Bolangir,8.3,650.0,0.0,360.0,19.0,10.0,1.53,0.0,66.0,27.0,35.0,63.0,1.2,1.6,24.0,520.0,Hard,Safe
Odisha,Bolangir,8.1,200.0,0.0,79.0,21.0,8.0,0.6,0.0,71.0,29.0,2.0,10.0,2.5,0.213,24.0,520.0,Moderately,Safe
Odisha,Bolangir,8.2,250.0,0.0,140.0,16.0,11.0,5.37,0.0,102.0,41.0,5.0,12.0,8.0,0.242,24.0,520.0,Hard,Safe
Odisha,Boudh,8.2,420.0,0.0,177.0,14.0,29.0,6.0,0.0,163.0,41.0,15.0,21.0,0.55,0.251,24.0,520.0,Hard,Safe
Odisha,Boudh,8.4,950.0,0.0,329.0,77.0,60.0,43.0,0.0,383.0,84.0,42.0,40.0,0.63,0.938,24.0,520.0,Hard,Moderately Safe
Odisha,Boudh,8.3,760.0,0.0,244.0,93.0,32.0,2.5,0.0,291.0,31.0,52.0,39.0,2.77,0.198,24.0,520.0,Hard,Moderately Safe
Odisha,Boudh,8.0,1430.0,0.0,543.0,88.0,55.0,45.0,0.0,622.0,74.0,106.0,40.0,1.11,1.12,24.0,520.0,Hard,Moderately Safe
Odisha,Boudh,8.4,710.0,3.0,207.0,109.0,48.0,1.9,0.0,255.0,31.0,43.0,42.0,4.0,0.147,24.0,520.0,Hard,Safe
Odisha,Boudh,8.3,450.0,0.0,214.0,21.0,10.0,10.0,0.0,173.0,29.0,24.0,23.0,0.6,0.273,24.0,520.0,Hard,Safe
Odisha,Boudh,8.3,400.0,0.0,171.0,23.0,26.0,8.0,0.0,153.0,43.0,11.0,20.0,0.6,0.261,24.0,520.0,Hard,Safe
Odisha,Deogarh,8.0,660.0,0.0,201.0,95.0,28.0,3.0,0.0,209.0,51.0,20.0,54.0,1.85,0.601,24.0,520.0,Hard,Safe
Odisha,GAJAPATI,7.84,1130.0,0.0,326.0,210.0,4.0,1.03,0.0,214.0,40.0,28.0,158.0,2.8,0.827,24.0,520.0,Hard,Moderately Safe
Odisha,GAJAPATI,8.09,1970.0,0.0,350.0,445.0,59.0,10.9,0.0,378.0,88.0,38.0,277.0,2.0,0.694,24.0,520.0,Hard,Moderately Safe
Odisha,GAJAPATI,8.16,410.0,0.0,185.0,27.0,9.0,0.17,0.0,169.0,38.0,18.0,15.0,1.91,0.195,24.0,520.0,Hard,Safe
Odisha,GANJAM,7.96,980.0,0.0,265.0,152.0,5.0,37.9,0.0,306.0,68.0,33.0,80.0,4.06,0.235,24.0,520.0,Hard,Moderately Safe
Odisha,GANJAM,8.14,890.0,0.0,385.0,88.0,13.0,8.0,0.0,339.0,80.0,34.0,47.0,1.49,0.12,24.0,520.0,Hard,Moderately Safe
Odisha,GANJAM,7.89,1530.0,0.0,375.0,242.0,53.0,46.79,0.0,397.0,94.0,39.0,142.0,43.77,0.102,24.0,520.0,Hard,Moderately Safe
Odisha,GANJAM,8.15,750.0,0.0,255.0,89.0,22.0,24.17,0.0,247.0,55.0,27.0,48.0,18.29,0.136,24.0,520.0,Hard,Safe
Odisha,GANJAM,8.27,750.0,0.0,242.0,99.0,26.0,28.05,0.0,242.0,51.0,28.0,59.0,1.15,0.23,24.0,520.0,Hard,Safe
Odisha,GANJAM,8.25,620.0,0.0,187.0,80.0,43.0,6.15,0.0,201.0,33.0,29.0,44.0,6.0,0.145,24.0,520.0,Hard,Safe
Odisha,Jagatsingpur,8.4,530.0,3.0,220.0,46.0,11.0,1.67,0.0,133.0,18.0,21.0,57.0,4.5,0.251,24.0,520.0,Hard,Safe
Odisha,Jagatsingpur,8.3,560.0,0.0,140.0,58.0,28.0,42.5,0.0,163.0,33.0,20.0,39.0,24.0,0.136,24.0,520.0,Hard,Safe
Odisha,Jajpur,8.01,370.0,0.0,193.0,12.0,2.0,2.9,0.0,98.0,18.0,13.0,37.0,3.4,0.58,24.0,520.0,Moderately,Safe
Odisha,Jajpur,7.88,960.0,0.0,217.0,121.0,80.0,43.7,0.0,294.0,71.0,28.0,79.5,10.2,0.17,24.0,520.0,Hard,Safe
Odisha,Jajpur,7.7,170.0,0.0,42.0,14.0,21.0,7.4,0.0,34.0,10.0,2.0,10.9,19.7,0.17,24.0,520.0,Soft,Safe
Odisha,JHARSUGUDA,7.76,210.0,0.0,98.0,12.0,6.0,1.0,0.0,70.0,22.0,4.0,14.0,2.0,0.32,24.0,520.0,Moderately,Safe
Odisha,JHARSUGUDA,7.97,770.0,0.0,232.0,92.0,39.0,17.0,0.0,270.0,38.0,43.0,50.0,2.0,0.28,24.0,520.0,Hard,Safe
Odisha,JHARSUGUDA,8.0,800.0,0.0,220.0,80.0,66.0,13.0,0.0,285.0,78.0,22.0,32.0,35.0,0.41,24.0,520.0,Hard,Safe
Odisha,Kandhamala,8.02,380.0,0.0,128.0,37.0,23.0,10.6,0.0,120.0,42.0,4.0,27.0,8.0,0.14,24.0,520.0,Hard,Safe
Odisha,Kandhamala,7.76,260.0,0.0,104.0,17.0,4.0,6.0,0.0,85.0,24.0,6.0,15.0,6.0,0.14,24.0,520.0,Moderately,Safe
Odisha,KENDRAPADA,8.44,680.0,35.64,266.0,50.0,15.0,4.86,0.0,259.0,51.0,32.0,28.98,11.44,0.206,24.0,520.0,Hard,Safe
Odisha,KENDRAPADA,7.45,1090.0,0.0,368.0,159.0,17.0,1.76,0.0,356.0,68.0,45.0,84.45,1.4,0.496,24.0,520.0,Hard,Moderately Safe
Odisha,KENDRAPADA,8.2,1250.0,0.0,248.0,211.0,57.0,5.11,0.0,337.0,57.0,47.0,127.51,7.27,0.05,24.0,520.0,Hard,Moderately Safe
Odisha,KENDRAPADA,8.3,710.0,29.7,205.0,56.0,53.0,1.9,0.0,161.0,51.0,8.0,82.11,9.15,0.801,24.0,520.0,Hard,Safe
Odisha,KENDRAPADA,7.74,890.0,0.0,205.0,126.0,72.0,42.94,0.0,264.0,57.0,30.0,75.79,11.03,0.117,24.0,520.0,Hard,Safe
Odisha,Mayurbhanj,7.85,426.4,0.0,89.6,82.9,26.8,34.1,0.0,97.4,22.61,9.95,60.5,6.4,0.04,24.0,520.0,Moderately,Safe
Odisha,Mayurbhanj,7.13,150.0,0.0,84.7,10.4,7.3,0.3,0.0,57.5,16.44,4.0,8.7,12.2,0.03,24.0,520.0,Soft,Safe
Odisha,Mayurbhanj,7.92,235.9,0.0,151.6,21.3,1.7,6.6,0.0,128.2,45.22,3.71,6.1,5.1,0.17,24.0,520.0,Hard,Safe
Odisha,Mayurbhanj,7.53,210.0,0.0,49.0,26.0,15.0,25.8,0.0,45.0,12.0,4.0,26.5,1.1,0.05,24.0,520.0,Soft,Safe
Odisha,Mayurbhanj,8.17,490.0,0.0,149.0,49.0,37.0,33.6,0.0,179.0,56.0,9.0,20.5,15.4,0.05,24.0,520.0,Hard,Safe
Odisha,Mayurbhanj,6.45,40.0,0.0,5.0,6.0,2.0,2.0,0.0,6.0,1.0,1.0,3.9,0.3,0.01,24.0,520.0,Soft,Moderately Safe
Odisha,Nabarangpur,6.58,460.0,0.0,85.0,80.0,12.0,47.0,0.0,130.0,40.0,7.0,35.0,17.0,0.06,24.0,520.0,Hard,Safe
Odisha,Nabarangpur,7.57,450.0,0.0,128.0,62.0,3.0,12.0,0.0,125.0,28.0,13.0,44.0,3.0,0.08,24.0,520.0,Hard,Safe
Odisha,Nabarangpur,7.53,900.0,0.0,360.0,72.0,46.0,22.0,0.0,380.0,82.0,43.0,22.0,15.0,0.16,24.0,520.0,Hard,Moderately Safe
Odisha,Nabarangpur,7.01,330.0,0.0,85.0,50.0,4.0,23.0,0.0,105.0,30.0,7.0,19.0,14.0,0.25,24.0,520.0,Moderately,Safe
Odisha,Nayagarh,8.2,1030.0,0.0,311.0,98.0,43.0,45.6,0.0,276.0,47.0,39.0,108.0,0.75,1.7,24.0,520.0,Hard,Moderately Safe
Odisha,Sambalpur,8.0,1400.0,0.0,98.0,325.0,139.0,3.96,0.0,77.0,31.0,108.0,90.0,8.8,0.8,24.0,520.0,Hard,Moderately Safe
Odisha,Sambalpur,7.5,1050.0,0.0,183.0,190.0,126.0,6.5,0.0,107.0,43.0,64.0,83.0,4.1,0.471,24.0,520.0,Hard,Moderately Safe
Odisha,Sambalpur,8.1,250.0,0.0,140.0,14.0,6.0,1.43,0.0,56.0,22.0,10.0,18.0,3.0,0.306,24.0,520.0,Moderately,Safe
Odisha,Sambalpur,7.8,900.0,0.0,122.0,144.0,65.0,136.0,0.0,82.0,33.0,39.0,96.0,6.0,0.668,24.0,520.0,Hard,Safe
Odisha,Sambalpur,8.2,400.0,0.0,201.0,21.0,18.0,1.74,0.0,87.0,35.0,18.0,17.0,4.8,0.26,24.0,520.0,Hard,Safe
Odisha,Sambalpur,7.97,436.0,0.0,197.5,22.8,26.3,1.5,0.0,87.5,14.61,12.38,57.9,7.5,0.16,24.0,520.0,Moderately,Safe
Odisha,Sonepur,8.18,540.0,0.0,228.0,41.0,13.0,6.28,0.0,200.0,53.0,16.0,29.0,3.13,0.21,24.0,520.0,Hard,Safe
Odisha,SUNDERGARH,7.06,195.0,0.0,12.2,24.468,14.52,28.77,0.0,49.0,10.0,5.8,13.14,2.58,0.153,24.0,520.0,Soft,Safe
Odisha,SUNDERGARH,7.99,785.0,0.0,136.64,123.1,59.65,45.98,0.0,162.0,35.2,17.76,91.83,15.47,0.588,24.0,520.0,Hard,Safe
Odisha,SUNDERGARH,7.84,203.0,0.0,24.4,37.154,16.9,4.96,0.0,44.0,10.0,4.56,21.2,0.75,0.678,24.0,520.0,Soft,Safe
Punjab,Amritsar,8.71,340.0,48.0,85.0,28.0,0.0,0.0,0.0,110.0,20.0,15.0,34.0,6.9,0.37,26.0,520.0,Moderately,Moderately Safe
Punjab,Amritsar,8.69,490.0,72.0,49.0,36.0,67.0,0.7,0.0,170.0,16.0,32.0,50.0,7.0,0.24,27.0,520.0,Hard,Moderately Safe
Punjab,Amritsar,8.94,1650.0,84.0,488.0,43.0,312.0,0.0,0.0,120.0,24.0,15.0,380.0,8.4,0.36,18.0,520.0,Hard,Moderately Safe
Punjab,Amritsar,8.85,450.0,36.0,98.0,21.0,86.0,0.0,0.0,170.0,20.0,29.0,40.0,5.3,0.15,22.0,520.0,Hard,Moderately Safe
Punjab,Amritsar,8.72,1000.0,48.0,305.0,43.0,168.0,0.0,0.0,130.0,40.0,7.3,200.0,9.7,0.13,20.0,520.0,Hard,Moderately Safe
Punjab,Amritsar,8.65,820.0,60.0,305.0,21.0,77.0,0.0,0.0,140.0,20.0,22.0,150.0,5.5,0.46,17.0,520.0,Hard,Moderately Safe
Punjab,Amritsar,8.64,430.0,48.0,85.0,21.0,48.0,0.3,0.0,130.0,24.0,17.0,44.0,8.6,0.12,16.0,520.0,Hard,Moderately Safe
Punjab,Barnala,8.9,1180.0,84.0,427.0,56.0,20.0,23.0,0.0,160.0,12.0,32.0,205.0,6.0,0.6,23.0,520.0,Hard,Moderately Safe
Punjab,Barnala,8.95,1055.0,72.0,403.0,56.0,12.0,22.0,0.0,200.0,8.0,44.0,164.0,6.0,0.45,19.0,520.0,Hard,Moderately Safe
Punjab,Barnala,8.98,1030.0,60.0,281.0,90.0,50.0,34.0,0.0,190.0,8.0,41.0,155.0,11.0,0.5,22.0,520.0,Hard,Moderately Safe
Punjab,Bhatinda,8.32,420.0,12.0,122.0,41.0,65.0,7.4,0.0,230.0,36.0,34.0,10.0,5.4,1.1,14.0,520.0,Hard,Safe
Punjab,Bhatinda,8.71,364.0,36.0,159.0,28.0,0.0,0.4,0.1,170.0,44.0,15.0,26.0,4.3,0.48,19.0,520.0,Hard,Moderately Safe
Punjab,Bhatinda,8.98,1494.0,72.0,403.0,118.0,178.0,75.0,0.0,330.0,8.0,75.0,215.0,55.0,0.6,23.0,520.0,Hard,Moderately Safe
Punjab,Bhatinda,9.05,940.0,84.0,256.0,41.0,50.0,50.0,0.0,130.0,8.0,22.0,162.0,26.0,3.9,16.0,520.0,Moderately,Unsafe
Punjab,Bhatinda,9.04,1964.0,60.0,513.0,118.0,345.0,40.0,0.0,120.0,16.0,19.0,410.0,64.0,2.3,21.0,520.0,Moderately,Moderately Safe
Punjab,Bhatinda,9.05,997.0,42.0,378.0,69.0,75.0,17.0,0.0,210.0,24.0,36.0,164.0,4.8,0.89,21.0,520.0,Hard,Unsafe
Punjab,Bhatinda,8.62,301.0,24.0,122.0,14.0,20.0,0.18,0.0,80.0,12.0,12.0,46.0,2.13,0.7,12.0,520.0,Moderately,Moderately Safe
Punjab,Bhatinda,8.55,1818.0,36.0,244.0,180.0,440.0,0.02,0.0,180.0,28.0,25.0,365.0,6.4,0.59,17.0,520.0,Hard,Moderately Safe
Punjab,Bhatinda,9.02,1241.0,96.0,354.0,83.0,130.0,21.0,0.0,260.0,28.0,46.0,210.0,5.8,0.62,20.0,520.0,Hard,Moderately Safe
Punjab,Bhatinda,8.92,1617.0,72.0,330.0,160.0,110.0,90.0,0.0,230.0,20.0,44.0,245.0,37.0,2.1,22.0,520.0,Hard,Moderately Safe
Punjab,Bhatinda,8.59,1402.0,24.0,354.0,167.0,140.0,75.0,0.0,510.0,44.0,97.0,106.0,30.0,0.58,19.0,520.0,Hard,Moderately Safe
Punjab,Bhatinda,8.35,950.0,24.0,256.0,76.0,80.0,70.0,0.0,380.0,60.0,56.0,48.0,15.0,0.35,23.0,520.0,Hard,Moderately Safe
Punjab,Faridkot,8.68,333.0,48.0,49.0,35.0,50.0,4.08,0.0,180.0,36.0,22.0,19.0,4.5,0.52,4.98,520.0,Hard,Moderately Safe
Punjab,Faridkot,8.46,1831.0,36.0,281.0,222.0,290.0,23.0,0.0,340.0,20.0,71.0,265.0,9.0,0.62,21.0,520.0,Hard,Moderately Safe
Punjab,Faridkot,8.37,1396.0,36.0,452.0,83.0,182.0,30.0,0.0,290.0,20.0,58.0,215.0,9.5,0.34,26.0,520.0,Hard,Moderately Safe
Punjab,Faridkot,8.33,307.0,12.0,98.0,35.0,55.0,4.1,0.0,180.0,24.0,29.0,14.0,3.42,0.3,8.2,520.0,Hard,Safe
Punjab,Fatehgarh Sahib,8.87,725.0,60.0,342.0,28.0,0.0,0.0,0.0,140.0,12.0,27.0,128.0,4.8,1.1,22.0,520.0,Hard,Moderately Safe
Punjab,Fatehgarh Sahib,8.78,505.0,48.0,244.0,14.0,0.0,6.35,0.0,150.0,16.0,27.0,68.0,7.4,0.52,19.0,520.0,Hard,Moderately Safe
Punjab,Fatehgarh Sahib,8.8,674.0,36.0,232.0,69.0,10.0,4.09,0.0,210.0,20.0,39.0,64.0,12.0,0.26,18.0,520.0,Hard,Moderately Safe
Punjab,Fatehgarh Sahib,8.95,692.0,48.0,281.0,28.0,8.0,0.0,0.0,100.0,12.0,17.0,115.0,8.0,0.3,19.0,520.0,Moderately,Moderately Safe
Punjab,Fatehgarh Sahib,8.75,552.0,84.0,159.0,28.0,0.0,34.0,0.0,120.0,12.0,22.0,96.0,8.1,0.2,18.0,520.0,Hard,Moderately Safe
Punjab,Fatehgarh Sahib,8.7,552.0,48.0,195.0,63.0,0.0,32.0,0.0,140.0,8.0,29.0,95.0,7.7,0.22,18.0,520.0,Hard,Moderately Safe
Punjab,Fatehgarh Sahib,8.5,777.0,24.0,98.0,21.0,132.0,120.0,0.0,240.0,28.0,41.0,64.0,8.2,0.25,21.0,520.0,Hard,Safe
Punjab,Fatehgarh Sahib,8.85,1385.0,60.0,549.0,146.0,0.0,24.0,0.0,160.0,12.0,32.0,284.0,3.8,1.2,22.0,520.0,Hard,Moderately Safe
Punjab,Fazilka,8.32,273.0,24.0,72.0,49.0,0.0,5.6,0.0,120.0,36.0,7.3,24.0,2.3,0.29,12.0,520.0,Moderately,Unsafe
